Actual_X,Actual_Y,Predicted_Y
"['p', 'e', 'n', 'i', 'o', 'n', 'd', 'h', 'a', 'r', 'i', 'y', 'o', 'n']","['प', 'े', 'ं', 'न', 'ध', 'ा', 'र', 'ि', 'य', 'ो', 'ं']","['प', 'े', 'न', '्', 'स', 'ि', 'न', 'ध', 'ा', 'र', 'ि', 'य', 'ो', 'ं']"
"['p', 'a', 't', 'o', 't', 'a', 'v']","['प', 'ा', 'ट', 'ो', 'त', '्', 'स', 'व']","['प', 'त', 'ो', 'त', '्', 'स', 'व']"
"['k', 'a', 'r', 'k', 'i']","['क', 'ा', 'र', '्', 'क', 'ी']","['क', 'र', 'क', 'ी']"
"['t', 'a', 'r', 'u', 't', 'a', 'l']","['त', 'र', 'ु', 'त', 'ल']","['त', 'र', 'ू', 'त', 'ल']"
"['u', 'p', 'p', 'i', 'd', 'a', 'n']","['उ', 'प', '्', 'प', 'ी', 'ड', '़', 'न']","['उ', 'प', '्', 'प', 'ी', 'ड', 'न']"
"['p', 'a', 'n', 't', 'e', 'r']","['प', 'ं', 'ट', 'र']","['प', 'ै', 'ं', 'ट', 'र']"
"['e', 'l', 'e', 'c', 't', 'r', 'o', 'n', 'i', 'c']","['इ', 'ल', 'े', 'क', '्', 'ट', '्', 'र', 'ॉ', 'न', 'ि', 'क', '्', 'स']","['इ', 'ल', 'े', 'क', '्', 'ट', '्', 'र', 'ा', 'न', 'ि', 'क', '्', 'स']"
"['b', 'a', 'd', 'a', 'a', 'e', 'n']","['ब', 'ड', '़', 'ा', 'ए', 'ँ']","['ब', 'द', 'ा', 'ए', 'ं']"
"['n', 'u', 't', 'r', 'i', 'o']","['न', '्', 'य', 'ू', 'ट', '्', 'र', 'ि', 'य', 'ो']","['न', '्', 'य', 'ू', 'ट', '्', 'र', 'ि', 'य', 'ो']"
"['a', 'n', 'y', 'a', 'y']","['अ', 'न', '्', 'य', 'ा', 'य']","['अ', 'न', '्', 'य']"
"['m', 'a']","['म', 'ा', 'स']","['म', 'ा', 'स']"
"['p', 'a', 'd', 'e', 'n', 'g', 'e', 'e']","['प', 'ड', '़', 'े', 'ं', 'ग', 'ी']","['प', 'ड', '़', 'े', 'ग', 'ी']"
"['b', 'h', 'u', 'l', 'o', 'n']","['भ', 'ू', 'ल', 'ो', 'ं']","['भ', 'ु', 'ल', 'ो', 'ं']"
"['c', 'h', 'h', 'e', 'd', 'n', 'a', 'a']","['छ', 'े', 'ड', '़', 'न', 'ा']","['छ', 'े', 'ड', '़', 'न', 'ा']"
"['t', 'h', 'e', 'n', 'g', 'a']","['ठ', 'े', 'ं', 'ग', 'ा']","['थ', 'े', 'ं', 'ग', 'ा']"
"['g', 'a', 'u', 'm', 'u', 't', 'r', 'a']","['ग', 'ौ', 'म', 'ू', 'त', '्', 'र']","['ग', 'ौ', 'म', 'ू', 'त', '्', 'र']"
"['l', 'a', 'w', 'r', 'i', 'e']","['ल', 'ॉ', 'र', 'ी']","['ल', 'ा', 'व', 'र', 'ी']"
"['c', 'h', 'h', 'a', 'n', 'y', 'a', 'a']","['छ', 'ा', 'ं', 'य', 'स', 'ा']","['छ', 'न', '्', 'य', 'ा', 'स', 'ा']"
"['f', 'o', 'd', 'a']","['फ', 'ो', 'ड', '़', 'ा']","['फ', 'ो', 'ड', 'ा']"
"['c', 'h', 'a', 'm', 'a', 'k', 'n', 'a']","['च', 'म', 'क', 'न', 'ा']","['च', 'म', 'क', 'न', 'ा']"
"['p', 'h', 'y', 'i', 'c', 'i', 'a', 'n']","['फ', 'ि', 'ज', 'ि', 'ि', 'य', 'न']","['फ', 'ि', 'ज', 'ि', 'ि', 'य', 'न']"
"['j', 'v', 'a', 'r']","['ज', '्', 'व', 'ा', 'र']","['ज', '्', 'व', 'र']"
"['f', 'a', 't', 'e', 'h', 'g', 'a', 'd', 'h']","['फ', 'त', 'े', 'ह', 'ग', 'ढ', '़']","['फ', 'त', 'े', 'ह', 'ढ', '़', 'ग']"
"['a', 't', 'm', 'a', 'e', 'n']","['आ', 'त', '्', 'म', 'ा', 'ए', 'ं']","['अ', 'ट', '्', 'म', 'े', 'न']"
"['u', 't', 'h', 'a', 'n', 'i']","['उ', 'ठ', 'न', 'ी']","['उ', 'ठ', 'न', 'ी']"
"['b', 'h', 'a', 'v', 'i', 'h', 'y', 'a']","['भ', 'व', 'ि', 'ष', '्', 'य']","['भ', 'व', 'ि', 'ष', '्', 'य']"
"['e', 'e', 't', 'a', 'l']","['ए', 'स', 'े', 'ट', 'ल']","['ए', 'स', 'े', 'ट', 'ल']"
"['p', 'a', 'r', 'o', 'n', 'e']","['प', 'र', 'ो', 'स', 'न', 'े']","['प', 'ा', 'र', 'ो', 'स', 'न', 'े']"
"['e', 'r', 'i', 'w']","['स', 'े', 'र', 'ि', 'व']","['स', 'े', 'र', 'ि', 'व']"
"['p', 'o', 'l', 'y', 't', 'h', 'e', 'n', 'o', 'n']","['प', 'ॉ', 'ल', 'ि', 'थ', 'ी', 'न', 'ो', 'ं']","['प', 'ॉ', 'ल', 'ि', 'थ', 'े', 'न']"
"['v', 'i', 'v', 'e', 'k', 'a', 'd', 'h', 'i', 'n']","['व', 'ि', 'व', 'े', 'क', 'ा', 'ध', 'ी', 'न']","['व', 'ि', 'व', 'े', 'क', 'ध', 'ि', 'न']"
"['j', 'a', 'n', 'g', 'a', 'd', 'n', 'a', 'a']","['ज', 'न', 'ग', 'ण', 'न', 'ा']","['ज', 'ं', 'ग', 'ड', '़', 'न', 'ा']"
"['v', 'i', 'd', 'h', 'a', 'a', 'o', 'n']","['व', 'ि', 'द', '्', 'य', 'ा', 'ओ', 'ं']","['व', 'ि', 'ध', 'ा', 'ओ', 'ं']"
"['n', 'e', 'x', 't', 'g', 'e', 'n']","['न', 'े', 'क', '्', 'स', '्', 'ट', 'ज', 'े', 'न']","['न', 'े', 'क', '्', 'स', '्', 'ट', '्', 'ज', 'न']"
"['m', 'a', 'n', 'o', 'k', 'a', 'a', 'm', 'n', 'a', 'a', 'o', 'n']","['म', 'न', 'ो', 'क', 'ा', 'म', 'न', 'ा', 'ओ', 'ं']","['म', 'न', 'ो', 'क', 'म', 'ा', 'न', 'ा', 'ओ', 'ं']"
"['r', 'a', 'y', 'k', 'a', 'r']","['र', 'ा', 'इ', 'क', 'र']","['र', 'ा', 'य', 'क', 'र']"
"['j', 'a', 'n', 'k', 'a', 'r', 'o', 'n']","['ज', 'ा', 'न', 'क', 'ा', 'र', 'ो', 'ं']","['ज', 'न', 'क', 'र', 'र', 'ो', 'ं']"
"['c', 'u', 'e', 'x']","['क', '्', 'य', 'ू', 'स', 'ै', 'क', '्', 'स']","['क', 'ु', 'ए', 'क', '्', 'स']"
"['b', 'h', 'a', 'n', 'd', 'a', 'r', 'a']","['भ', 'ं', 'ड', 'ा', 'र', 'ा']","['भ', 'ं', 'ड', 'ा', 'र', 'ा']"
"['k', 'a', 'k', 'o', 'o']","['क', 'ा', 'क', 'ू']","['क', 'ा', 'क', 'ू']"
"['j', 'u', 'n', 'u', 'n']","['ज', 'ु', 'न', 'ू', 'न']","['ज', 'ु', 'न', 'ु', 'न']"
"['r', 'a', 'n', 'n', 'e', 'e', 't', 'i', 'b', 'a', 'n', 'a', 'a']","['र', 'ण', 'न', 'ी', 'त', 'ि', 'ब', 'न', 'ा']","['र', 'ण', 'न', 'ी', 'त', 'ि', 'ब', 'ा', 'न']"
"['k', 'a', 'k', 'k', 'a', 'd']","['क', 'क', '्', 'क', 'ड', '़']","['क', 'क', '्', 'क', 'ड', '़']"
"['u', 'm', 'm', 'i', 'd', 'w', 'a', 'a', 'r', 'e', 'e']","['उ', 'म', '्', 'म', 'ी', 'द', 'व', 'ा', 'र', 'ी']","['उ', 'म', '्', 'म', 'ी', 'द', 'व', 'ा', 'र', 'ी']"
"['p', 'h', 'o', 't', 'o', 'f', 'r', 'e', 'm']","['फ', 'ो', 'ट', 'ो', 'फ', '्', 'र', 'े', 'म']","['फ', 'ो', 'ट', 'ो', 'फ', '्', 'र', 'े', 'म']"
"['a', 'n', 'd', 'e', 'r']","['स', 'े', 'ं', 'ड', 'र', '्', 'स']","['स', 'ै', 'न', '्', 'ड', 'र', '्', 'स']"
"['k', 'r', 'a', 'a', 'n', 'f', 'r', 'e', 'n', 'i', 'n', 'g']","['क', '्', 'र', 'ा', 'न', '्', 'फ', '्', 'र', 'े', 'ं', 'स', 'ि', 'ं', 'ग']","['क', '्', 'र', 'ा', 'न', 'फ', '्', 'र', 'े', 'स', 'ि', 'ं', 'ग']"
"['a', 'a', 'm', 'a', 'r', 'i', 'y', 'a', 'p', 'a', 'd', 'h', 'a']","['आ', 'म', 'र', 'ि', 'य', 'ा', 'प', 'ा', 'ड', '़', 'ा']","['आ', 'म', 'र', 'ि', 'य', 'ा', 'प', 'ध', 'ा']"
"['a', 'n', 'c', 'h', 'a', 'r', 'i']","['स', 'ं', 'च', 'ा', 'र', 'ी']","['स', 'ं', 'च', 'ा', 'र', 'ी']"
"['l', 'a', 'd', 'h', 'e', 'g', 'e']","['ल', 'ड', '़', 'े', 'ग', 'े']","['ल', 'ढ', 'े', 'ग', 'े']"
"['j', 'o', 'd', 'h', 'i', 'k', 'a']","['ज', 'ो', 'ध', 'ि', 'क', 'ा']","['ज', 'ो', 'ध', 'ि', 'क', 'ा']"
"['u', 'd', 'e', 'e', 'p', 't', 'o', 'n']","['स', 'ु', 'द', 'ी', 'प', '्', 'त', 'ो', 'ं']","['स', 'ु', 'द', 'ी', 'प', '्', 'त', 'ो', 'ं']"
"['m', 'w', 'p']","['ए', 'म', 'ड', 'ब', '्', 'ल', '्', 'य', 'ू', 'प', 'ी']","['ए', 'म', 'ए', 'व', 'प', 'ी']"
"['w', 'o', 'k', 'h', 'a']","['व', 'ो', 'ख', 'ा']","['व', 'ो', 'ख', 'ा']"
"['k', 'r', 'u', 'e', 'g', 'e', 'r']","['क', '्', 'र', 'ु', 'ए', 'ग', 'र']","['क', '्', 'र', 'ु', 'ज', 'र']"
"['r', 'e', 'h', 'a', 'a', 'n', 'a']","['र', 'े', 'ह', 'ा', 'न', 'ा']","['र', 'ह', 'ह', 'ा', 'न', 'ा']"
"['a', 'n', 'y', 'a', 'y', 'a']","['अ', 'न', '्', 'य', 'ा', 'य']","['अ', 'न', '्', 'य', 'ा']"
"['h', 'i', 'p', 'r', 'a']","['ि', 'प', '्', 'र', 'ा']","['ि', 'प', 'र', 'ा']"
"['e', 'n', 'g', 'i', 'n', 'e']","['इ', 'ं', 'ज', 'न', '्', 'स']","['ए', 'ं', 'ज', 'ि', 'न', 'न']"
"['a', 'u', 'r', 'o', 'r', 'a']","['औ', 'र', 'ो', 'र', 'ा']","['औ', 'र', 'ो', 'र', 'ा']"
"['a', 'r', 'a', 'a']","['स', 'र', 'स', 'ा']","['स', 'र', 'स', 'ा']"
"['h', 'a', 'i', 'e']","['ै', 'इ']","['ा', 'ई']"
"['a', 'b', 'h', 'a', 'a', 'r']","['स', 'ा', 'भ', 'ा', 'र']","['स', 'भ', 'ा', 'र']"
"['v', 'e', 'r', 'i', 'f', 'i', 'c', 'a', 't', 'i', 'o', 'n']","['व', 'ै', 'र', 'ी', 'फ', '़', 'ि', 'क', 'े', 'न']","['व', 'ै', 'र', 'ि', 'फ', 'ि', 'क', 'े', 'न']"
"['n', 'a', 'i', 'm', 'u', 'l']","['न', 'ै', 'म', 'ु', 'ल']","['न', 'ा', 'इ', 'म', 'ु', 'ल']"
"['e', 'b', 'a', 'z']","['ए', 'ब', 'ज']","['ए', 'ब', 'ा', 'ज']"
"['g', 'h', 'u', 'm', 'a', 'k', 'k', 'd', 'o', 'n']","['घ', 'ु', 'म', 'क', '्', 'क', 'ड', '़', 'ो', 'ं']","['घ', 'ु', 'म', 'क', '्', 'क', 'ड', 'ो', 'ं']"
"['a', 't', 'u', 'a', 'a']","['स', 'त', 'ु', 'आ']","['स', 'त', 'ु', 'आ']"
"['j', 'i', 'y', 'o']","['ज', 'ी', 'य', 'ो']","['ज', 'ि', 'य', 'ो']"
"['f', 'o', 'r', 'm', 'u', 'l', 'a', 'e']","['फ', 'ा', 'र', '्', 'म', 'ू', 'ल', 'े']","['फ', 'ा', 'र', '्', 'म', 'ू', 'ल', 'ा', 'इ']"
"['t', 'a', 'r', 'i', 'k', 'o', 'n']","['त', 'र', 'ी', 'क', '़', 'ो', 'ं']","['त', 'र', 'ि', 'क', 'ो', 'ं']"
"['k', 'e', 'e', 't', 'i']","['क', 'ी', 'त', 'ि']","['क', 'ी', 'ट', 'ी']"
"['n', 'i', 'p', 't', 'a', 'a', 'r', 'a', 'a']","['न', 'ि', 'प', 'ट', 'ा', 'र', 'ा']","['न', 'ि', 'प', 'ट', 'ा', 'र', 'ा']"
"['w', 'y', 'a', 'a', 'k', 'h', 'y', 'a', 'a', 't', 'm', 'a', 'k', 't', 'a', 'a']","['व', '्', 'य', 'ा', 'ख', '्', 'य', 'ा', 'त', '्', 'म', 'क', 'त', 'ा']","['व', '्', 'य', 'ा', 'ख', '्', 'य', 'ा', 'त', '्', 'म', 'क', 'त', 'ा']"
"['g', 'a', 'a', 'n', 'd', 'c', 'h', 'u', 'b', 'h', 'o', 'n', 'a', 'c', 'h', 'o', 'o', 'n', 'a', 'c', 'h', 'h', 'o', 't', 'e']","['ग', 'ा', 'ं', 'ड', 'च', 'ु', 'भ', 'ो', 'न', 'ा', 'च', 'ू', 'स', 'न', 'ा', 'छ', 'ो', 'ट', 'े']","['ग', 'ा', 'ं', 'च', '्', 'छ', 'ु', 'क', 'ो', 'प', 'न', 'ो', 'ो', 'ो', 'छ', 'े', 'ट']"
"['b', 'h', 'a', 'g', 'y', 'e', 'h', 'w', 'a', 'r']","['भ', 'ा', 'ग', '्', 'य', 'े', 'ष', '्', 'व', 'र']","['भ', 'ा', 'ग', '्', 'य', 'े', '्', 'व', 'र']"
"['r', 'o', 'o', 'k', 'v', 'a', 'a', 'i']","['र', 'ु', 'क', 'व', 'ा', 'ई']","['र', 'ू', 'क', 'व', 'ा', 'ई']"
"['p', 'r', 'e', 'm', 'p', 'h', 'a', 'l', 'a', 'h']","['प', '्', 'र', 'े', 'म', 'फ', 'ल', 'ः']","['प', '्', 'र', 'े', 'म', '्', 'फ', 'ल', 'ा', 'ह']"
"['b', 'e', 'a', 'r', 'd']","['ब', 'ि', 'य', 'र', '्', 'ड']","['ब', 'ी', 'य', 'र', '्', 'ड']"
"['k', 'r', 'i', 'h', 'n', 'a', 'n', 'a', 'g', 'a', 'r']","['क', 'ृ', 'ष', '्', 'ण', 'ा', 'न', 'ग', 'र']","['क', 'ृ', 'ष', '्', 'ण', 'न', 'ग', 'र']"
"['m', 'a', 'a', 'r', 'v', 'a', 'a', 'd']","['म', 'ा', 'र', 'व', 'ा', 'ड', '़']","['म', 'ा', 'र', 'व', 'ा', 'ड', '़']"
"['e', 'a', 'r']","['इ', 'अ', 'र']","['ई', 'ई', 'आ', 'र']"
"['t', 'a', 'd', 'a', 'd']","['त', 'द', 'ा', 'द']","['त', 'द', 'द']"
"['c', 'l', 'i', 'e', 'n', 't']","['क', '्', 'ल', 'ा', 'ं', 'इ', 'ट']","['क', '्', 'ल', 'ा', 'इ', 'ं', 'ट']"
"['v', 'i', 'r', 'o', 'd', 'h', 'a', 'b', 'h', 'a', 'i']","['व', 'ि', 'र', 'ो', 'ध', 'ा', 'भ', 'ा', 'स', 'ी']","['व', 'ि', 'र', 'ो', 'ध', 'ा', 'भ', 'ा', 'स', 'ी']"
"['a', 'f', 'a', 'l', 't']","['ए', 'स', '्', 'फ', 'ा', 'ल', '्', 'ट']","['अ', 'स', '्', 'फ', 'ल', '्', 'ट']"
"['i', 'h', 'a', 'a', 'r', 'a']","['इ', 'ा', 'र', 'ा']","['ई', 'ा', 'र', 'ा']"
"['b', 'a', 'i', 'l', 'a']","['ब', 'ै', 'ल', 'ा']","['ब', 'ै', 'ल', 'ा']"
"['n', 'a', 'p', 'h', 'a', 'a']","['न', 'फ', '़', 'ा']","['न', 'फ', 'ा']"
"['b', 'h', 'a', 'r', 'a', 't', 'n', 'a', 't', 'y', 'a', 'm']","['भ', 'र', 'त', 'न', 'ा', 'ट', '्', 'य', 'म', '्']","['भ', 'ा', 'र', 'त', 'न', '्', 'य', 'त', 'म']"
"['t', 'i', 'm', 'b', 'e', 'r', 'w', 'a', 'l', 'a']","['स', '्', 'ट', 'ि', 'म', '्', 'ब', 'े', 'र', 'व', 'ा', 'ल', 'ा']","['स', '्', 'ट', 'ि', 'म', '्', 'ब', 'र', 'व', 'ा', 'ल', 'ा']"
"['c', 'h', 'a', 'u', 'k', 'i', 'y', 'a', 'n']","['च', 'ौ', 'क', 'ि', 'य', 'ा', 'ं']","['च', 'ौ', 'क', 'ि', 'य', 'ा', 'ं']"
"['i', 'd', 'd', 'h', 'a', 'l', 'i', 'n', 'g', 'a', 'a']","['स', 'ि', 'द', '्', 'द', 'ा', 'ल', 'ि', 'ं', 'ग', 'ा']","['स', 'ि', 'द', '्', 'ध', 'ल', 'ि', 'ं', 'ग', 'ा']"
"['k', 'h', 'i', 'l', 'a', 'n', 'a']","['ख', 'ि', 'ल', 'ा', 'न', 'ा']","['ख', 'ि', 'ल', 'ा', 'न', 'ा']"
"['t', 'a', 'g', 'd', 'e']","['त', 'ग', 'ड', '़', 'े']","['त', 'ग', '्', 'द', 'े']"
"['b', 'u', 'l', 'l', 'e', 't', 'i', 'n']","['ब', 'ु', 'ल', 'े', 'ट', 'ि', 'न']","['ब', 'ु', 'ल', 'े', 'ट', 'ि', 'न']"
"['v', 'a', 'r', 'n', 'a', 'v', 'y', 'a', 'v', 'a', 't', 'h', 'a', 'a', 'w', 'a', 'a', 'd', 'i', 'y', 'o', 'n']","['व', 'र', '्', 'ण', 'व', '्', 'य', 'व', 'स', '्', 'थ', 'ा', 'व', 'ा', 'द', 'ि', 'य', 'ो', 'ं']","['व', 'र', '्', 'ण', 'व', '्', 'य', 'व', 'व', 'ा', 'ा', 'ा', 'व', 'ा', 'द', 'ि', 'य', 'ो', 'न']"
"['n', 'i', 'g', 'm', 'a', 'a', 'y', 'u', 'k', 't']","['न', 'ि', 'ग', 'म', 'ा', 'य', 'ु', 'क', '्', 'त']","['न', 'ि', 'ग', '्', 'म', 'ा', 'य', 'ु', 'क', '्', 'त']"
"['r', 'a', 't', 'n', 'a', 'b', 'h', 'o', 'o', 'h', 'a', 'n']","['र', 'त', '्', 'न', 'ा', 'भ', 'ू', 'ष', 'ण']","['र', 'त', '्', 'न', 'भ', 'ू', 'ष', 'ण']"
"['p', 'r', 'a', 't', 'i', 'h', 't', 'h', 'a', 'v', 'a', 'l', 'e']","['प', '्', 'र', 'त', 'ि', 'ष', '्', 'ठ', 'ा', 'व', 'ा', 'ल', 'े']","['प', '्', 'र', 'त', 'ि', 'ष', '्', 'ठ', 'व', 'ा', 'ल', 'े']"
"['m', 'a', 'r', 'i', 'y', 'a']","['म', 'ा', 'र', 'ि', 'य', 'ा']","['म', 'र', 'ि', 'य', 'ा']"
"['v', 'a', 'r', 'h', 'i', 'y', 'a']","['व', 'र', '्', 'ष', 'ि', 'य']","['व', 'र', '्', 'ष', 'ि', 'य', 'ा']"
"['j', 'y', 'o', 't', 'h', 'y']","['ज', '्', 'य', 'ो', 'थ', 'ी']","['ज', '्', 'य', 'ो', 'थ', 'ी']"
"['n', 'e', 'a', 'l']","['न', 'ी', 'ल']","['न', 'ी', 'ल']"
"['k', 'u', 'l', 'l', 'a', 'w', 'e', 'e']","['क', 'ु', 'ल', '्', 'ल', 'व', 'ी']","['क', 'ु', 'ल', '्', 'ल', 'ा', 'व', 'ी']"
"['r', 'a', 'a', 'h', 't', 'r', 'a']","['र', 'ा', 'ष', '्', 'ट', '्', 'र', 'ा']","['र', 'ा', '्', '्', '्', 'र']"
"['c', 'h', 'a', 'e', 'f', 'f', 'l', 'e', 'r']","['स', '्', 'क', 'ै', 'फ', '़', 'ल', 'र']","['े', 'फ', 'र', 'ल']"
"['h', 'a', 'k', 'h', 'i', 'y', 'a', 't', 'e', 'n']","['ख', '्', 'स', 'ि', 'य', 'त', 'े', 'ं']","['ख', '्', 'स', 'ि', 'य', 'त', 'े', 'ं']"
"['a', 'm', 'y']","['ए', 'म', 'ी']","['ए', 'म', '्', 'य']"
"['m', 'a', 'h', 'a', 'b', 'a', 'l', 'e', 'h', 'w', 'a', 'r']","['म', 'ह', 'ा', 'ब', 'ल', 'े', '्', 'व', 'र']","['म', 'ह', 'ा', 'ब', 'ल', 'े', '्', 'व', 'र']"
"['a', 'u', 'r', 'o', 'r', 'a']","['ऑ', 'र', 'ो', 'र', 'ा']","['औ', 'र', 'ो', 'र', 'ा']"
"['p', 'a', 'n', 'c', 'h', 'a', 'o', 'o', 't', 'r', 'a']","['प', 'ं', 'च', 'स', 'ू', 'त', '्', 'र']","['प', 'ं', 'च', 'ा', 'स', 'ू', 'त', '्', 'र']"
"['k', 'a', 'u', 'h', 'a', 'l']","['क', 'ौ', 'ल']","['क', 'ौ', 'ल']"
"['a', 'w', 'a', 'a', 'l']","['स', 'व', 'ा', 'ल']","['स', 'व', 'ा', 'ल']"
"['j', 'i', 'v', 'a', 'n', 'i', 'y', 'a', 'n']","['ज', 'ी', 'व', 'न', 'ि', 'य', 'ा', 'ं']","['ज', 'ी', 'व', 'न', 'ि', 'य', 'ा', 'ं']"
"['t', 'h', 'i', 'n']","['थ', 'ी', 'ं', 'ं']","['त', 'ि', 'न']"
"['b', 'u', 'd', 'd', 'h', 'i', 'z', 'e', 'e', 'v', 'o', 'n']","['ब', 'ु', 'द', '्', 'ध', 'ि', 'ज', 'ी', 'व', 'ो', 'ं']","['ब', 'ु', 'द', '्', 'द', 'ि', 'ज', 'ी', 'व', 'ो', 'ं']"
"['i', 'd', 'd', 'h', 'a', 'a', 'r', 't', 'h', 'a', 'h']","['स', 'ि', 'द', '्', 'ध', 'ा', 'र', '्', 'थ', 'ः']","['स', 'ि', 'द', '्', 'ध', 'ा', 'र', '्', 'थ', 'ः']"
"['e', 'v', 'a', 'v', 'a']","['ए', 'व', 'व']","['ए', 'व', 'ा', 'व', 'ा']"
"['m', 'a', 'n', 'd', 'a', 'd', 'i']","['म', 'न', 'द', 'ड', '़', 'ी']","['म', 'ं', 'द', 'ा', 'ड', 'ी']"
"['d', 'h', 'a', 'r', 'm', 'a', 'n', 'i', 'r', 'p', 'e', 'k', 'h', 't', 'a', 'a', 'k', 'e']","['ध', 'र', '्', 'म', 'न', 'ि', 'र', 'प', 'े', 'क', '्', 'ष', 'त', 'ा', 'क', 'े']","['ध', 'र', '्', 'म', 'न', 'ि', 'र', '्', 'प', 'क', '्', 'ष', 'ि', 'क', 'े']"
"['m', 'e', 'h', 'a', 'r', 'a', 'a', 'm']","['म', 'े', 'ह', 'र', 'ा', 'म']","['म', 'े', 'ह', 'ा', 'र', 'ा', 'म']"
"['l', 'a', 'b', 'd', 'h']","['ल', 'ब', '्', 'ध']","['ल', 'ब', '्', 'ध']"
"['p', 'i', 't', 't']","['प', 'ि', 'ट', '्', 'स']","['प', 'ि', 'ट', '्', 'स']"
"['u', 'b', 'h', 'a']","['स', 'ु', 'ब', '्', 'ह', 'ा']","['स', 'ु', 'ब', 'ा']"
"['v', 'i', 'v', 'a', 'r', 'a', 'n', 'a', 'h', 'b', 'h', 'a', 'a', 'r', 'a', 't', 'e', 'e', 'y']","['व', 'ि', 'व', 'र', 'ण', 'ः', 'भ', 'ा', 'र', 'त', 'ी', 'य']","['व', 'ि', 'व', 'र', 'ण', 'ह', 'भ', 'ा', 'र', 'े']"
"['m', 'u', 'n', 'a', 'f']","['म', 'ु', 'न', 'ा', 'फ']","['म', 'ु', 'न', 'ा', 'फ']"
"['b', 'r', 'a', 'h', 'm', 'l', 'e', 'e', 'n']","['ब', '्', 'र', 'ह', '्', 'म', 'ल', 'ी', 'न']","['ब', '्', 'र', 'ह', '्', 'म', 'ल', 'ी', 'न']"
"['g', 'a', 'y', 'e', 'n']","['ग', 'ा', 'ए', 'ं']","['ग', 'ा', 'य', 'े', 'न']"
"['v', 'i', 'n', 'a', 'h', 't']","['व', 'ि', 'न', 'ष', '्', 'ट']","['व', 'ि', 'न', 'ा', '्', 'त']"
"['f', 'u', 'l', 'a', 'a', 'y', 'e']","['फ', 'ु', 'ल', 'ा', 'ए']","['फ', 'ु', 'ल', 'ा', 'य', 'े']"
"['p', 'r', 'a', 't', 'i', 'k', 'a', 'a', 'r', 'a']","['प', '्', 'र', 'त', 'ि', 'क', 'ा', 'र', 'ा']","['प', '्', 'र', 'त', 'ि', 'क', 'ा', 'र', 'ा']"
"['d', 'u', 'm']","['ड', 'म']","['ड', 'ु', 'म']"
"['n', 'o', 'o', 'b', 'i', 'y', 'a', 'a']","['न', 'ू', 'ब', 'ि', 'य', 'ा']","['न', 'ू', 'ब', 'ि', 'य', 'ा']"
"['b', 'e', 'l', 'a', 'c', 'h', 'a']","['ब', 'े', 'ल', 'च', 'ा']","['ब', 'े', 'ल', 'ा', 'च', 'ा']"
"['t', 'r', 'o', 'n', 'g', 'v', 'i', 'l', 'l', 'e']","['स', '्', 'ट', '्', 'र', 'ो', 'ं', 'ग', 'स', '्', 'व', 'ि', 'ल']","['स', '्', 'ट', '्', 'र', 'ॉ', 'ं', 'ग', 'व', 'स', 'ि', 'ल', 'ल']"
"['h', 'o', 'u', 'n', 'g', 'a']","['ह', 'ो', 'ऊ', 'ं', 'ग', 'ा']","['ह', 'ो', 'ं', 'ग', 'ा']"
"['m', 'a', 'n', 'i']","['म', 'ण', 'ि']","['म', 'ा', 'न', 'ी']"
"['l', 'o', 'p', 'e', 'z']","['ल', 'ो', 'प', 'े', 'ज', '़']","['ल', 'ो', 'प', 'े', 'ज']"
"['u', 'l', 'a', 'h', 'n', 'a']","['उ', 'ल', 'ा', 'ह', 'न', 'ा']","['उ', 'ल', 'ह', 'न', 'ा']"
"['p', 'r', 'a', 'd', 'a', 'r', 'h', 'a', 'n']","['प', '्', 'र', 'र', '्', 'द', 'न']","['प', '्', 'र', 'द', 'र', '्', 'न']"
"['m', 'a', 'x', 'w', 'e', 'l', 'l']","['म', 'ै', 'क', '्', 'स', 'व', 'े', 'ल']","['म', 'ै', 'क', '्', 'स', 'व', 'े', 'ल']"
"['w', 'y', 'a', 'k', 't', 'e', 'e', 'y', 'o', 'n']","['व', '्', 'य', 'क', '्', 'त', 'ी', 'य', 'ो', 'ं']","['व', '्', 'य', 'क', '्', 'त', 'ि', 'य', 'ो', 'ं']"
"['k', 'h', 'a', 't', 'a', 'u', 'r']","['ख', '़', 'ा', 'स', 'त', 'ौ', 'र']","['ख', 'स', '्', 'त', 'ौ', 'र']"
"['j', 'h', 'a', 'a', 'd', 'a', 'a']","['झ', 'ा', 'ड', '़', 'ा']","['झ', 'ा', 'ड', '़', 'ा']"
"['g', 'i', 'r', 'i', 'v', 'a', 'a', 'i', 'y', 'o', 'n']","['ग', 'ि', 'र', 'ि', 'व', 'ा', 'स', 'ि', 'य', 'ो', 'ं']","['ग', 'ि', 'र', 'ि', 'व', 'ा', 'स', 'ि', 'य', 'ो', 'ं']"
"['t', 'r', 'i', 'b', 'h', 'a', 'a', 'h', 'a', 'a']","['त', '्', 'र', 'ि', 'भ', 'ा', 'ष', 'ा']","['त', '्', 'र', 'ि', 'भ', 'ा', 'ष', 'ा']"
"['p', 'o', 'n', 'd', 'i', 'n', 'g']","['प', 'ो', 'ं', 'ड', 'ि', 'ं', 'ग']","['प', 'ॉ', 'न', 'ड', 'ि', 'ं', 'ग']"
"['v', 'e', 'n', 't', 'u', 'r', 'a']","['व', 'े', 'ं', 'च', 'ु', 'र', 'ा']","['व', 'े', 'ं', 'ट', 'ु', 'र', 'ा']"
